Color,Quality,Volatile Acidity,Density,Alcohol,pH,Residual Sugar,Sulphates,Chlorides
red,6,0.36,1.0,9.5,3.46,1.7,0.62,0.08
white,6,0.25,1.0,9.5,3.44,12.85,0.47,0.05
white,6,0.26,1.0,9.5,3.18,13.3,0.54,0.04
red,6,0.4,1.0,9.5,3.41,1.7,0.65,0.08
red,6,0.51,1.0,9.5,3.34,2.0,0.64,0.08
white,6,0.26,1.0,9.5,3.38,16.5,0.46,0.04
red,6,0.41,1.0,9.5,3.47,2.0,0.55,0.08
white,6,0.14,0.99,9.5,3.21,1.5,0.62,0.05
white,6,0.18,1.0,9.5,3.25,1.8,0.55,0.04
white,6,0.26,1.0,9.5,3.28,12.5,0.43,0.03
white,6,0.27,1.0,9.5,3.25,11.75,0.53,0.04
white,6,0.24,1.0,9.5,3.31,9.8,0.47,0.06
red,6,0.43,1.0,9.5,3.38,2.5,0.62,0.08
white,6,0.38,0.99,9.5,3.24,5.3,0.43,0.12
white,6,0.36,0.99,9.5,3.24,5.7,0.43,0.12
red,6,0.63,1.0,9.5,3.32,1.9,0.54,0.08
white,6,0.28,1.0,9.5,2.93,10.9,0.62,0.05
white,6,0.19,1.0,9.5,2.85,17.5,0.5,0.04
white,6,0.19,1.0,9.5,2.85,17.5,0.5,0.04
white,6,0.19,1.0,9.5,2.85,17.5,0.5,0.04
white,6,0.08,0.99,9.5,3.27,1.4,0.61,0.04
white,6,0.26,1.0,9.5,3.16,8.2,0.47,0.05
white,6,0.22,0.99,9.5,3.05,1.1,0.5,0.06
white,6,0.22,0.99,9.5,3.05,1.1,0.5,0.06
white,6,0.23,1.0,9.5,3.12,10.7,0.55,0.04
white,6,0.18,1.0,9.5,3.07,11.8,0.52,0.04
white,6,0.26,1.0,9.5,2.93,10.3,0.49,0.04
white,6,0.23,1.0,9.5,3.12,10.7,0.55,0.04
red,6,0.4,1.0,9.5,3.45,1.9,0.59,0.08
white,6,0.25,1.0,9.5,3.37,4.55,0.67,0.05
red,6,0.38,1.0,9.5,3.42,1.8,0.59,0.07
white,6,0.23,1.0,9.5,3.19,5.8,0.58,0.04
white,6,0.3,1.0,9.5,3.22,10.6,0.59,0.03
white,6,0.26,1.0,9.5,3.24,12.3,0.54,0.04
red,6,0.35,1.0,9.5,3.4,1.8,0.58,0.08
red,6,0.38,1.0,9.5,3.42,1.8,0.59,0.07
white,6,0.22,1.0,9.5,3.3,4.9,0.75,0.04
white,6,0.22,1.0,9.5,3.3,4.9,0.75,0.04
white,6,0.34,1.0,9.5,3.36,13.8,0.37,0.06
white,6,0.25,1.0,9.5,3.24,11.3,0.52,0.05
white,6,0.36,1.0,9.5,3.4,10.1,0.46,0.05
red,6,0.24,1.0,9.5,3.12,1.6,0.59,0.07
white,6,0.29,1.0,9.5,3.24,10.6,0.53,0.04
white,6,0.44,1.0,9.5,3.32,8.5,0.46,0.05
white,6,0.2,0.99,9.5,2.96,2.8,0.45,0.05
white,6,0.44,1.0,9.5,3.32,8.5,0.46,0.05
white,6,0.22,1.0,9.5,3.11,10.4,0.53,0.04
white,6,0.18,0.99,9.5,3.34,1.4,0.72,0.04
white,6,0.18,0.99,9.5,3.34,1.4,0.72,0.04
white,6,0.26,1.0,9.5,2.93,10.3,0.49,0.04
white,6,0.27,1.0,9.5,3.24,7.8,0.43,0.05
white,6,0.19,1.0,9.5,3.26,5.2,0.68,0.04
red,6,0.62,1.0,9.5,3.42,1.9,0.82,0.07
white,6,0.23,0.99,9.5,3.24,1.4,0.56,0.06
white,6,0.24,0.99,9.5,3.22,1.4,0.56,0.06
white,6,0.36,0.99,9.5,3.15,1.1,0.78,0.05
white,6,0.29,0.99,9.5,2.92,1.45,0.46,0.04
red,6,0.58,1.0,9.5,3.21,2.3,0.58,0.08
red,6,0.43,1.0,9.5,3.52,1.8,0.6,0.08
red,6,0.74,1.0,9.5,3.22,1.8,0.59,0.11
red,6,0.57,1.0,9.5,3.29,2.0,0.69,0.08
white,6,0.22,1.0,9.5,2.87,8.2,0.68,0.04
white,6,0.22,1.0,9.5,2.87,8.2,0.68,0.04
red,6,0.58,1.0,9.5,3.21,2.3,0.58,0.08
white,6,0.3,1.0,9.5,3.17,13.4,0.43,0.05
white,6,0.25,1.0,9.5,3.25,10.0,0.47,0.04
white,6,0.24,1.0,9.5,3.34,12.3,0.45,0.05
white,6,0.3,1.0,9.5,3.22,5.0,0.69,0.04
white,6,0.28,1.0,9.5,3.08,16.7,0.49,0.04
white,6,0.27,1.0,9.5,3.31,7.8,0.51,0.04
white,6,0.3,0.99,9.5,3.3,1.6,0.49,0.05
white,6,0.3,0.99,9.5,3.3,1.6,0.49,0.05
white,6,0.29,1.0,9.5,3.16,17.5,0.66,0.04
white,6,0.4,0.99,9.5,3.22,0.9,0.77,0.05
white,6,0.25,1.0,9.5,3.24,11.3,0.44,0.05
white,6,0.51,1.0,9.5,3.14,11.3,0.56,0.03
white,6,0.23,1.0,9.5,3.26,2.7,0.72,0.05
white,6,0.27,1.0,9.5,3.19,7.9,0.48,0.05
white,6,0.26,1.0,9.5,3.19,7.1,0.48,0.05
white,6,0.27,1.0,9.5,3.19,7.9,0.48,0.05
white,6,0.23,1.0,9.5,3.22,7.2,0.55,0.04
white,6,0.23,1.0,9.5,3.22,7.2,0.55,0.04
white,6,0.27,1.0,9.5,3.11,8.2,0.52,0.06
white,6,0.28,1.0,9.5,3.28,8.6,0.44,0.03
white,6,0.28,1.0,9.5,3.28,8.6,0.44,0.03
white,6,0.26,1.0,9.5,3.2,7.1,0.53,0.04
red,6,0.65,1.0,9.5,3.47,2.1,0.67,0.07
white,6,0.26,1.0,9.5,3.2,7.1,0.53,0.04
red,6,0.65,1.0,9.5,3.47,2.1,0.67,0.07
white,6,0.16,1.0,9.5,3.12,7.4,0.37,0.05
white,6,0.16,1.0,9.5,3.12,7.4,0.37,0.05
red,6,0.49,1.0,9.5,3.18,1.8,0.6,0.22
red,6,0.65,1.0,9.5,3.47,2.1,0.67,0.07
white,6,0.15,0.99,9.5,3.1,4.3,0.44,0.05
white,6,0.38,1.0,9.5,3.0,13.65,0.6,0.05
white,6,0.17,0.99,9.5,3.08,4.6,0.47,0.05
white,6,0.38,1.0,9.5,3.0,13.65,0.6,0.05
white,6,0.38,1.0,9.5,3.0,13.65,0.6,0.05
white,6,0.38,1.0,9.5,3.0,13.65,0.6,0.05
red,6,0.67,1.0,9.5,3.17,2.3,0.71,0.08
white,6,0.28,1.0,9.5,3.12,11.2,0.51,0.04
white,6,0.17,0.99,9.5,3.08,4.6,0.47,0.05
red,6,0.4,1.0,9.5,3.31,1.8,0.91,0.16
white,6,0.24,1.0,9.5,3.15,8.3,0.5,0.04
red,6,0.4,1.0,9.5,3.3,1.8,0.92,0.16
red,6,0.55,1.0,9.5,3.45,2.0,0.78,0.08
red,6,0.67,1.0,9.5,3.31,3.0,0.54,0.09
red,6,0.68,1.0,9.5,3.31,2.8,0.55,0.09
red,6,0.51,1.0,9.5,3.33,2.1,0.56,0.07
white,6,0.22,1.0,9.5,3.33,8.2,0.46,0.05
red,6,0.51,1.0,9.5,3.52,2.1,0.73,0.07
white,6,0.26,1.0,9.5,3.18,6.3,0.53,0.05
red,6,0.51,1.0,9.5,3.52,2.1,0.73,0.07
white,6,0.42,0.99,9.4,3.06,1.4,0.4,0.06
white,6,0.27,1.0,9.4,3.28,5.8,0.38,0.04
white,6,0.23,1.0,9.4,3.16,14.6,0.71,0.05
red,6,0.53,1.0,9.4,3.27,2.0,0.54,0.07
white,6,0.27,1.0,9.4,3.28,5.8,0.38,0.04
white,6,0.27,1.0,9.4,3.28,5.8,0.38,0.04
white,6,0.23,1.0,9.4,3.16,14.6,0.71,0.05
white,6,0.22,1.0,9.4,3.08,11.1,0.36,0.06
red,6,0.58,1.0,9.4,3.22,3.2,0.54,0.07
white,6,0.15,0.99,9.4,3.3,0.9,0.7,0.03
white,6,0.26,0.99,9.4,3.27,4.1,0.38,0.2
white,6,0.26,0.99,9.4,3.27,4.1,0.38,0.2
white,6,0.28,1.0,9.4,3.09,7.1,0.45,0.04
red,6,0.52,1.0,9.4,3.4,2.2,0.63,0.07
red,6,0.5,1.0,9.4,3.39,2.1,0.64,0.07
white,6,0.2,0.99,9.4,3.18,2.8,0.55,0.05
red,6,0.39,1.0,9.4,3.41,2.4,0.54,0.07
white,6,0.21,1.0,9.4,3.14,11.6,0.52,0.04
white,6,0.24,1.0,9.4,3.07,11.75,0.5,0.03
white,6,0.24,1.0,9.4,3.07,11.75,0.5,0.03
white,6,0.24,0.99,9.4,2.99,1.2,0.46,0.04
white,6,0.25,0.99,9.4,3.06,7.7,0.5,0.05
white,6,0.2,1.0,9.4,2.99,14.7,0.69,0.04
red,6,0.22,1.0,9.4,3.39,1.8,0.53,0.08
white,6,0.25,0.99,9.4,3.06,7.7,0.5,0.05
white,6,0.23,1.0,9.4,3.2,8.5,0.48,0.04
white,6,0.23,1.0,9.4,3.2,8.5,0.48,0.04
white,6,0.39,1.0,9.4,3.3,9.7,0.57,0.05
red,6,0.54,1.0,9.4,3.69,3.0,0.91,0.08
white,6,0.25,1.0,9.4,3.08,12.5,0.45,0.05
white,6,0.25,1.0,9.4,3.08,12.5,0.45,0.05
red,6,0.54,1.0,9.4,3.69,3.0,0.91,0.08
red,6,0.26,1.0,9.4,3.21,2.0,0.8,0.08
red,6,0.26,1.0,9.4,3.21,2.0,0.8,0.08
red,6,0.26,1.0,9.4,3.21,2.0,0.8,0.08
white,6,0.13,1.0,9.4,3.17,13.9,0.39,0.06
red,6,0.8,1.0,9.4,3.35,2.6,0.83,0.1
red,6,0.78,1.0,9.4,3.36,2.6,0.86,0.09
white,6,0.17,0.99,9.4,3.12,1.5,0.58,0.05
white,6,0.19,1.0,9.4,3.04,5.7,0.54,0.12
white,6,0.19,1.0,9.4,3.04,5.7,0.54,0.12
white,6,0.28,0.99,9.4,3.19,5.2,0.69,0.04
white,6,0.3,0.99,9.4,3.11,1.4,0.54,0.18
white,6,0.23,0.99,9.4,3.38,1.8,0.31,0.04
white,6,0.29,0.99,9.4,2.95,3.8,0.4,0.05
white,6,0.18,1.0,9.4,3.35,9.6,0.49,0.05
white,6,0.29,0.99,9.4,2.95,3.8,0.4,0.05
white,6,0.27,1.0,9.4,3.17,7.8,0.45,0.05
white,6,0.49,0.99,9.4,2.77,2.4,0.44,0.09
white,6,0.18,1.0,9.4,2.92,12.2,0.54,0.05
white,6,0.14,1.0,9.4,3.36,5.9,0.36,0.05
white,6,0.31,1.0,9.4,3.17,7.7,0.44,0.04
white,6,0.18,1.0,9.4,2.92,12.2,0.54,0.05
white,6,0.18,1.0,9.4,3.35,9.6,0.49,0.05
white,6,0.31,1.0,9.4,3.17,7.7,0.44,0.04
red,6,0.4,1.0,9.4,3.36,2.0,0.48,0.08
white,6,0.35,1.0,9.4,3.07,13.8,0.58,0.05
white,6,0.33,0.99,9.4,3.37,1.2,0.54,0.05
white,6,0.25,0.99,9.4,2.99,4.1,0.38,0.05
white,6,0.25,0.99,9.4,2.99,4.1,0.38,0.05
white,6,0.33,0.99,9.4,3.12,1.0,0.45,0.05
white,6,0.33,0.99,9.4,3.12,1.0,0.45,0.05
white,6,0.18,0.99,9.4,3.33,1.4,0.62,0.05
white,6,0.19,0.99,9.4,3.32,1.5,0.64,0.05
white,6,0.18,0.99,9.4,3.33,1.4,0.62,0.05
white,6,0.35,1.0,9.4,3.07,13.8,0.58,0.05
red,6,0.55,1.0,9.4,3.26,1.7,0.64,0.07
white,6,0.2,1.0,9.4,3.16,14.0,0.5,0.04
white,6,0.18,0.99,9.4,3.42,4.8,0.4,0.04
white,6,0.32,0.99,9.4,3.17,2.2,0.39,0.04
white,6,0.14,1.0,9.4,3.22,9.0,0.43,0.04
white,6,0.32,0.99,9.4,3.17,2.2,0.39,0.04
white,6,0.16,0.99,9.4,3.24,4.5,0.36,0.03
white,6,0.24,0.99,9.4,3.1,2.9,0.34,0.17
white,6,0.23,0.99,9.4,3.11,2.5,0.36,0.17
white,6,0.32,1.0,9.4,3.23,6.2,0.62,0.05
white,6,0.32,1.0,9.4,3.23,6.2,0.62,0.05
white,6,0.3,1.0,9.4,3.19,11.2,0.6,0.06
white,6,0.3,1.0,9.4,3.21,3.1,0.43,0.05
white,6,0.4,1.0,9.4,3.2,14.1,0.63,0.05
white,6,0.24,1.0,9.4,3.2,7.45,0.5,0.04
white,6,0.24,1.0,9.4,3.37,13.0,0.49,0.05
white,6,0.27,1.0,9.4,3.12,7.3,0.49,0.05
white,6,0.13,1.0,9.4,2.96,6.6,0.43,0.06
white,6,0.35,1.0,9.4,3.1,6.0,0.47,0.06
red,6,0.64,1.0,9.4,3.47,2.1,0.67,0.07
white,6,0.27,1.0,9.4,3.2,6.1,0.5,0.04
white,6,0.26,1.0,9.4,3.19,6.4,0.38,0.17
white,6,0.26,1.0,9.4,3.19,6.5,0.38,0.17
red,6,0.57,1.0,9.4,3.31,2.0,0.6,0.19
white,6,0.31,1.0,9.4,3.19,7.4,0.5,0.18
white,6,0.2,0.99,9.4,2.93,4.4,0.45,0.18
white,6,0.2,0.99,9.4,2.93,4.4,0.45,0.18
red,6,0.28,1.0,9.4,3.2,1.7,0.89,0.08
white,6,0.18,1.0,9.4,3.0,17.3,0.43,0.05
red,6,0.56,1.0,9.4,3.37,2.0,0.5,0.08
white,6,0.28,0.99,9.4,3.1,6.6,0.4,0.21
red,6,0.6,1.0,9.4,3.45,10.7,0.52,0.07
red,6,0.34,1.0,9.4,3.34,2.0,0.59,0.08
white,6,0.33,1.0,9.4,3.25,16.8,0.57,0.04
white,6,0.33,1.0,9.4,3.26,17.2,0.57,0.04
white,6,0.33,1.0,9.4,3.26,17.2,0.57,0.04
white,6,0.25,1.0,9.4,3.15,8.4,0.55,0.04
red,6,0.53,1.0,9.4,3.27,1.9,0.61,0.17
white,6,0.26,1.0,9.4,3.21,6.2,0.45,0.05
white,6,0.18,1.0,9.4,3.0,17.3,0.43,0.05
white,6,0.21,1.0,9.3,3.01,17.1,0.51,0.05
red,6,0.53,1.0,9.3,3.12,2.5,0.59,0.06
red,6,0.53,1.0,9.3,3.12,2.5,0.59,0.06
white,6,0.55,1.0,9.3,3.17,12.0,0.5,0.05
white,6,0.23,1.0,9.3,3.12,17.45,0.6,0.05
white,6,0.35,1.0,9.3,3.13,18.4,0.62,0.05
white,6,0.23,0.99,9.3,2.86,7.9,0.49,0.05
white,6,0.24,1.0,9.3,3.06,11.9,0.58,0.05
red,6,0.26,1.0,9.3,3.12,3.6,0.82,0.07
red,6,0.45,1.0,9.3,3.22,1.9,0.65,0.08
white,6,0.34,1.0,9.3,3.44,11.0,0.55,0.05
white,6,0.17,1.0,9.3,3.29,4.6,0.37,0.06
white,6,0.3,1.0,9.3,3.23,10.0,0.51,0.04
white,6,0.3,1.0,9.3,3.23,10.0,0.51,0.04
white,6,0.19,1.0,9.3,3.07,17.3,0.67,0.06
white,6,0.3,1.0,9.3,3.08,10.2,0.4,0.05
white,6,0.3,1.0,9.3,3.08,10.2,0.4,0.05
white,6,0.24,0.99,9.3,3.21,1.5,0.52,0.05
white,6,0.27,1.0,9.3,3.28,12.3,0.42,0.04
white,6,0.24,0.99,9.3,3.12,1.1,0.42,0.05
white,6,0.21,1.0,9.3,3.06,6.8,0.36,0.04
white,6,0.14,0.99,9.3,3.31,4.6,0.42,0.04
white,6,0.67,1.0,9.3,3.17,12.6,0.52,0.05
white,6,0.29,1.0,9.3,3.15,6.5,0.44,0.04
white,6,0.31,1.0,9.3,3.15,6.2,0.46,0.04
white,6,0.22,1.0,9.3,3.4,15.2,0.85,0.05
white,6,0.29,1.0,9.3,3.08,9.5,0.61,0.06
white,6,0.3,1.0,9.3,3.27,10.6,0.3,0.04
white,6,0.3,1.0,9.3,3.27,10.6,0.3,0.04
white,6,0.52,1.0,9.3,3.26,12.2,0.54,0.05
white,6,0.37,1.0,9.3,3.0,12.15,0.73,0.04
white,6,0.33,1.0,9.3,3.19,5.5,0.66,0.05
white,6,0.42,1.0,9.3,3.14,9.2,0.55,0.06
white,6,0.23,1.0,9.3,3.22,7.4,0.48,0.04
white,6,0.23,1.0,9.3,3.22,7.4,0.48,0.04
red,6,0.54,1.0,9.3,3.27,2.5,0.6,0.1
white,6,0.2,1.0,9.3,3.16,12.3,0.42,0.05
red,6,0.54,1.0,9.3,3.27,2.5,0.6,0.1
white,6,0.13,0.99,9.3,3.36,5.1,0.47,0.04
white,6,0.4,1.0,9.3,3.47,10.6,0.59,0.05
red,6,0.4,1.0,9.3,3.08,2.2,0.67,0.08
red,6,0.4,1.0,9.3,3.08,2.2,0.67,0.08
white,6,0.19,1.0,9.3,2.99,11.2,0.59,0.06
white,6,0.3,0.99,9.3,3.18,3.3,0.5,0.04
white,6,0.3,0.99,9.3,3.18,3.3,0.5,0.04
white,6,0.28,1.0,9.3,3.19,19.95,0.44,0.07
white,6,0.28,1.0,9.3,3.19,19.95,0.44,0.07
white,6,0.33,1.0,9.3,3.11,6.6,0.48,0.07
white,6,0.19,1.0,9.3,3.18,4.3,0.42,0.04
white,6,0.38,1.0,9.3,3.25,12.7,0.59,0.05
red,6,0.6,1.0,9.3,3.59,1.9,0.57,0.08
white,6,0.26,1.0,9.3,3.08,7.1,0.36,0.04
red,6,0.62,1.0,9.3,3.52,1.9,0.58,0.08
white,6,0.31,1.0,9.3,3.09,13.0,0.5,0.05
red,6,0.4,1.0,9.3,3.04,2.0,0.6,0.06
white,6,0.19,1.0,9.3,2.99,11.2,0.59,0.06
red,6,0.59,1.0,9.3,3.0,2.3,0.7,0.08
red,6,0.59,1.0,9.3,3.5,2.5,0.65,0.09
red,6,0.84,1.0,9.25,3.53,4.1,0.72,0.07
red,6,0.84,1.0,9.23,3.53,4.1,0.72,0.07
white,6,0.18,0.99,9.2,3.11,3.4,0.52,0.05
white,6,0.2,1.0,9.2,3.03,16.95,0.42,0.05
white,6,0.2,1.0,9.2,3.03,16.95,0.42,0.05
white,6,0.1,1.0,9.2,3.54,12.4,0.45,0.05
white,6,0.23,0.99,9.2,2.93,1.3,0.42,0.15
white,6,0.26,1.0,9.2,2.96,14.45,0.42,0.07
white,6,0.22,1.0,9.2,3.03,14.2,0.46,0.04
white,6,0.26,1.0,9.2,2.96,14.45,0.42,0.07
white,6,0.55,1.0,9.2,3.2,13.0,0.46,0.05
white,6,0.21,0.99,9.2,3.03,1.1,0.39,0.14
white,6,0.5,0.99,9.2,3.18,2.4,0.4,0.06
red,6,0.49,1.0,9.2,3.16,11.0,0.69,0.07
white,6,0.5,0.99,9.2,3.18,2.4,0.4,0.06
red,6,0.64,1.0,9.2,3.37,1.9,0.58,0.1
red,6,0.49,1.0,9.2,3.16,11.0,0.69,0.07
white,6,0.41,0.99,9.2,3.21,1.5,0.56,0.06
white,6,0.66,1.0,9.2,2.96,10.2,0.58,0.07
white,6,0.24,1.0,9.2,3.05,17.45,0.5,0.06
white,6,0.27,0.99,9.2,3.04,1.3,0.46,0.17
red,6,0.46,1.0,9.2,3.43,1.9,0.74,0.09
white,6,0.26,0.99,9.2,3.23,6.4,0.41,0.03
red,6,0.32,1.0,9.2,3.04,1.8,1.08,0.34
white,6,0.2,1.0,9.2,3.1,19.5,0.48,0.04
white,6,0.2,1.0,9.2,3.1,19.9,0.48,0.04
white,6,0.16,1.0,9.2,2.91,14.3,0.46,0.04
white,6,0.16,1.0,9.2,2.91,14.3,0.46,0.04
red,6,0.34,1.0,9.2,3.12,2.4,1.18,0.07
white,6,0.25,1.0,9.2,3.07,15.8,0.45,0.05
white,6,0.2,0.99,9.2,3.03,1.1,0.38,0.06
white,6,0.25,1.0,9.2,3.07,15.8,0.45,0.05
white,6,0.17,1.0,9.2,3.12,9.7,0.36,0.04
red,6,0.54,1.0,9.2,3.41,2.0,0.74,0.09
white,6,0.22,1.0,9.2,2.99,12.0,0.3,0.06
white,6,0.16,1.0,9.2,2.91,14.3,0.46,0.04
white,6,0.22,1.0,9.2,2.99,12.0,0.3,0.06
white,6,0.12,1.0,9.2,3.37,1.4,0.42,0.06
white,6,0.5,0.99,9.2,3.43,2.6,0.5,0.05
white,6,0.2,1.0,9.2,3.06,16.2,0.36,0.04
white,6,0.32,0.99,9.2,3.09,3.3,0.45,0.11
white,6,0.34,1.0,9.2,3.09,8.8,0.63,0.06
white,6,0.13,0.99,9.2,3.34,4.8,0.45,0.03
white,6,0.34,1.0,9.2,3.11,7.6,0.53,0.04
white,6,0.34,1.0,9.2,3.11,7.6,0.53,0.04
white,6,0.27,1.0,9.2,3.24,7.3,0.43,0.05
white,6,0.25,1.0,9.2,3.21,7.8,0.42,0.04
white,6,0.27,1.0,9.2,3.24,7.3,0.43,0.05
white,6,0.2,0.99,9.2,3.22,1.6,0.52,0.06
white,6,0.25,1.0,9.2,3.03,16.8,0.52,0.05
white,6,0.2,1.0,9.2,3.06,16.2,0.36,0.04
white,6,0.2,1.0,9.2,3.06,16.2,0.36,0.04
white,6,0.25,1.0,9.2,3.21,7.8,0.42,0.04
white,6,0.12,1.0,9.2,3.29,7.2,0.38,0.06
white,6,0.27,0.99,9.2,3.1,2.4,0.51,0.05
white,6,0.32,1.0,9.2,3.25,8.3,0.51,0.05
white,6,0.32,1.0,9.2,3.25,8.3,0.51,0.05
white,6,0.35,1.0,9.2,3.12,9.6,0.53,0.05
white,6,0.27,0.99,9.2,3.1,2.4,0.51,0.05
white,6,0.14,1.0,9.2,3.45,1.8,0.43,0.04
white,6,0.23,1.0,9.2,3.06,7.1,0.34,0.04
white,6,0.22,0.99,9.2,3.22,1.5,0.46,0.06
white,6,0.22,1.0,9.2,3.12,6.8,0.36,0.04
white,6,0.42,1.0,9.2,3.06,9.2,0.61,0.05
white,6,0.34,1.0,9.2,3.27,11.0,0.29,0.04
white,6,0.34,1.0,9.2,3.27,11.0,0.29,0.04
white,6,0.34,1.0,9.2,3.27,11.0,0.29,0.04
white,6,0.42,1.0,9.2,3.02,8.8,0.58,0.05
white,6,0.55,0.99,9.2,2.97,1.7,0.58,0.07
white,6,0.25,1.0,9.2,3.19,5.5,0.68,0.05
white,6,0.26,1.0,9.2,3.04,12.4,0.42,0.04
white,6,0.13,1.0,9.2,3.2,14.4,0.35,0.05
red,6,0.49,1.0,9.2,3.29,2.7,0.48,0.07
white,6,0.28,1.0,9.2,3.26,7.5,0.46,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.19,1.0,9.2,3.1,14.5,0.5,0.04
white,6,0.18,1.0,9.2,3.2,7.1,0.42,0.04
white,6,0.23,1.0,9.2,3.15,17.3,0.42,0.05
red,6,0.34,1.0,9.2,2.94,2.0,0.66,0.08
white,6,0.28,0.99,9.2,3.1,1.7,0.37,0.16
white,6,0.14,0.99,9.2,3.22,0.7,0.43,0.04
white,6,0.2,1.0,9.2,3.21,16.0,0.6,0.05
red,6,0.34,1.0,9.2,2.94,2.0,0.66,0.08
red,6,0.32,1.0,9.2,2.98,2.1,0.7,0.08
white,6,0.24,1.0,9.2,3.11,17.3,0.47,0.05
white,6,0.24,1.0,9.2,3.11,17.3,0.47,0.05
red,6,0.36,1.0,9.2,3.17,2.1,0.62,0.09
red,6,0.43,1.0,9.2,3.34,1.6,0.56,0.09
red,6,0.69,1.0,9.2,3.34,1.8,0.54,0.1
white,6,0.23,1.0,9.2,3.15,17.3,0.42,0.05
white,6,0.27,0.99,9.2,2.96,1.2,0.43,0.18
white,6,0.27,0.99,9.2,2.96,1.2,0.43,0.18
red,6,0.42,1.0,9.2,3.29,2.0,0.61,0.07
red,6,0.42,1.0,9.2,3.29,2.0,0.61,0.07
white,6,0.21,0.99,9.2,2.95,1.1,0.43,0.15
white,6,0.19,1.0,9.2,3.22,10.8,0.41,0.04
red,6,0.6,1.0,9.2,3.31,2.6,0.59,0.08
white,6,0.18,1.0,9.2,3.2,7.1,0.42,0.04
white,6,0.27,1.0,9.2,3.05,19.1,0.5,0.04
white,6,0.2,0.99,9.1,3.19,1.2,0.43,0.05
red,6,0.76,1.0,9.1,2.9,1.7,1.33,0.41
white,6,0.3,0.99,9.1,3.08,5.5,0.45,0.05
white,6,0.24,1.0,9.1,3.05,13.1,0.53,0.05
white,6,0.28,1.0,9.1,3.06,12.9,0.45,0.05
white,6,0.24,1.0,9.1,3.05,13.1,0.53,0.05
white,6,0.24,1.0,9.1,3.05,13.1,0.53,0.05
white,6,0.24,1.0,9.1,3.05,13.1,0.53,0.05
white,6,0.24,1.0,9.1,3.05,13.1,0.53,0.05
white,6,0.35,1.0,9.1,3.47,7.4,0.48,0.04
white,6,0.28,1.0,9.1,3.06,12.9,0.45,0.05
white,6,0.26,1.0,9.1,3.06,12.7,0.45,0.05
white,6,0.23,1.0,9.1,2.86,10.4,0.46,0.04
white,6,0.17,1.0,9.1,3.06,13.4,0.43,0.04
red,6,0.37,1.0,9.1,3.06,1.8,1.06,0.41
white,6,0.17,1.0,9.1,3.34,14.55,0.78,0.05
white,6,0.17,1.0,9.1,3.34,14.55,0.78,0.05
white,6,0.17,1.0,9.1,3.34,14.55,0.78,0.05
white,6,0.18,1.0,9.1,3.34,15.25,0.77,0.05
white,6,0.18,1.0,9.1,3.42,13.1,0.35,0.06
white,6,0.18,1.0,9.1,3.42,13.1,0.35,0.06
red,6,0.84,1.0,9.1,3.12,1.4,0.48,0.05
white,6,0.34,0.99,9.1,3.26,1.3,0.51,0.06
white,6,0.19,1.0,9.1,3.2,16.65,0.62,0.05
white,6,0.2,1.0,9.1,3.25,6.3,0.5,0.05
white,6,0.23,1.0,9.1,2.93,10.7,0.49,0.04
red,6,0.64,1.0,9.1,3.13,2.0,0.62,0.1
red,6,0.64,1.0,9.1,3.13,2.0,0.62,0.1
white,6,0.2,0.99,9.1,3.05,0.9,0.38,0.15
white,6,0.26,1.0,9.1,3.18,9.7,0.47,0.04
white,6,0.28,0.99,9.1,3.09,1.1,0.44,0.13
white,6,0.56,0.99,9.1,3.12,3.1,0.35,0.04
white,6,0.25,1.0,9.1,3.02,14.4,0.5,0.05
white,6,0.25,1.0,9.1,3.02,14.4,0.5,0.05
white,6,0.68,1.0,9.1,3.0,9.5,0.55,0.07
white,6,0.25,1.0,9.1,3.17,10.3,0.52,0.04
white,6,0.23,0.99,9.1,2.95,1.0,0.49,0.05
white,6,0.23,1.0,9.1,3.16,16.5,0.59,0.04
white,6,0.23,1.0,9.1,3.16,16.5,0.59,0.04
white,6,0.19,1.0,9.1,3.29,5.0,0.36,0.06
white,6,0.19,0.99,9.1,3.42,0.8,0.39,0.04
white,6,0.3,0.99,9.1,3.02,3.5,0.39,0.2
white,6,0.28,1.0,9.1,3.14,10.7,0.5,0.04
white,6,0.28,1.0,9.1,3.19,6.9,0.4,0.06
white,6,0.25,1.0,9.1,3.16,8.0,0.47,0.05
white,6,0.3,1.0,9.1,3.15,8.1,0.49,0.05
white,6,0.44,1.0,9.1,3.23,9.2,0.54,0.06
white,6,0.15,1.0,9.1,3.12,11.0,0.38,0.04
white,6,0.28,1.0,9.1,3.06,12.9,0.45,0.05
white,6,0.26,1.0,9.1,3.06,12.7,0.45,0.05
white,6,0.31,1.0,9.1,2.98,13.2,0.47,0.04
white,6,0.28,1.0,9.1,3.02,17.5,0.56,0.04
white,6,0.22,1.0,9.1,3.23,8.0,0.48,0.05
white,6,0.22,1.0,9.1,3.23,8.0,0.48,0.05
red,6,0.58,1.0,9.1,3.17,2.9,0.62,0.1
red,6,0.48,1.0,9.1,3.09,1.7,1.06,0.42
