,Occupation_Code,Occupation_Title,Total_Employees,Mean_Annual_Wage,Annual_10th_Percentile_Wage,Annual_25th_Percentile_Wage,Annual_Median_Wage,Annual_75th_Percentile_Wage,Annual_90th_Percentile_Wage,Probability of Automation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
809,430000,Office and Administrative Support Occupations,"22,026,080","37,260","20,700","25,760","34,050","45,550","59,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,431000,Supervisors of Office and Administrative Support Workers,"1,443,150","57,890","32,950","41,910","54,340","69,260","87,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,431010,First-Line Supervisors of Office and Administrative Support Workers,"1,443,150","57,890","32,950","41,910","54,340","69,260","87,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,431011,First-Line Supervisors of Office and Administrative Support Workers,"1,443,150","57,890","32,950","41,910","54,340","69,260","87,690",0.014,17410.0,3170.0,37200.0,14840.0,171260.0,19340.0,24280.0,5320.0,5180.0,96140.0,40640.0,6970.0,6550.0,44280.0,26470.0,10810.0,13600.0,20240.0,20610.0,5220.0,38060.0,37580.0,32410.0,22940.0,10670.0,23770.0,3890.0,10020.0,11480.0,7180.0,41110.0,10590.0,114040.0,38090.0,3170.0,44420.0,19970.0,13780.0,63570.0,5660.0,25280.0,1830.0,34280.0,115950.0,15270.0,1950.0,40350.0,27640.0,9300.0,27410.0,1940.0
813,432000,Communications Equipment Operators,"101,910","31,130","20,180","23,320","28,640","36,000","46,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,432010,"Switchboard Operators, Including Answering Service","90,910","29,720","19,960","22,970","28,030","34,530","42,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,432011,"Switchboard Operators, Including Answering Service","90,910","29,720","19,960","22,970","28,030","34,530","42,090",0.96,1230.0,160.0,1330.0,670.0,11710.0,1300.0,630.0,210.0,300.0,5940.0,3800.0,790.0,390.0,3230.0,1850.0,460.0,1260.0,1860.0,2430.0,490.0,1420.0,2340.0,2210.0,910.0,1100.0,1720.0,140.0,850.0,1710.0,470.0,2020.0,660.0,5580.0,2780.0,120.0,2670.0,970.0,1280.0,4060.0,560.0,1690.0,40.0,2520.0,7260.0,700.0,200.0,1380.0,1740.0,430.0,1150.0,160.0
816,432020,Telephone Operators,"8,860","43,030","22,790","28,180","37,000","56,270","66,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,432021,Telephone Operators,"8,860","43,030","22,790","28,180","37,000","56,270","66,230",0.97,0.0,0.0,0.0,0.0,520.0,0.0,210.0,50.0,50.0,430.0,100.0,50.0,0.0,590.0,90.0,130.0,30.0,0.0,100.0,0.0,190.0,340.0,320.0,0.0,40.0,60.0,0.0,0.0,50.0,0.0,120.0,0.0,800.0,0.0,0.0,340.0,30.0,0.0,340.0,60.0,80.0,0.0,100.0,350.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0
818,432090,Miscellaneous Communications Equipment Operators,"2,150","41,910","24,940","29,810","39,640","52,130","61,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,432099,"Communications Equipment Operators, All Other","2,150","41,910","24,940","29,810","39,640","52,130","61,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,433000,Financial Clerks,"3,133,030","37,790","22,740","28,220","35,840","45,590","56,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,433010,Bill and Account Collectors,"298,960","37,620","23,610","28,460","35,350","44,140","54,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,433011,Bill and Account Collectors,"298,960","37,620","23,610","28,460","35,350","44,140","54,970",0.95,4180.0,360.0,8870.0,1680.0,36030.0,3200.0,2610.0,1180.0,200.0,20410.0,13450.0,750.0,1740.0,11920.0,4790.0,2370.0,4080.0,2470.0,3390.0,930.0,4270.0,6170.0,6760.0,6170.0,2290.0,7180.0,640.0,1810.0,2280.0,1270.0,5640.0,1090.0,17130.0,8960.0,400.0,13640.0,4140.0,2890.0,11320.0,700.0,5730.0,3470.0,6580.0,29940.0,5460.0,400.0,7840.0,4380.0,1350.0,4240.0,210.0
823,433020,Billing and Posting Clerks,"485,220","37,570","25,450","29,950","36,150","43,910","52,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,433021,Billing and Posting Clerks,"485,220","37,570","25,450","29,950","36,150","43,910","52,150",0.96,7160.0,1190.0,12010.0,4050.0,57380.0,6430.0,5630.0,2090.0,840.0,32340.0,13700.0,1520.0,2480.0,15190.0,8900.0,4310.0,5320.0,9100.0,5290.0,2350.0,8010.0,9410.0,15530.0,8010.0,3670.0,10040.0,1420.0,2890.0,3570.0,2170.0,17740.0,1800.0,33670.0,14210.0,900.0,21170.0,4030.0,4940.0,24480.0,1810.0,6160.0,820.0,11510.0,42040.0,4450.0,1050.0,11330.0,12070.0,2170.0,6280.0,570.0
825,433030,"Bookkeeping, Accounting, and Auditing Clerks","1,566,960","40,220","23,880","30,640","38,390","48,440","59,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,433031,"Bookkeeping, Accounting, and Auditing Clerks","1,566,960","40,220","23,880","30,640","38,390","48,440","59,630",0.98,22190.0,4670.0,21910.0,12040.0,187550.0,26940.0,18140.0,7730.0,3840.0,94170.0,42950.0,6460.0,8540.0,55350.0,31440.0,19630.0,15850.0,22060.0,20950.0,7400.0,23570.0,42930.0,38940.0,33560.0,11940.0,30370.0,8480.0,12640.0,11880.0,7710.0,45120.0,8690.0,115270.0,43590.0,6340.0,61590.0,21970.0,22610.0,60390.0,6090.0,21080.0,9610.0,30160.0,125140.0,13560.0,5450.0,39810.0,35630.0,6900.0,32880.0,3260.0
827,433040,Gaming Cage Workers,"18,810","28,120","19,750","21,880","25,990","32,840","40,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,433041,Gaming Cage Workers,"18,810","28,120","19,750","21,880","25,990","32,840","40,640",0.39,0.0,0.0,0.0,0.0,5950.0,270.0,0.0,0.0,0.0,590.0,0.0,0.0,50.0,380.0,230.0,250.0,170.0,0.0,670.0,0.0,80.0,0.0,590.0,420.0,570.0,250.0,0.0,0.0,2680.0,0.0,60.0,190.0,260.0,0.0,100.0,390.0,1540.0,190.0,490.0,0.0,0.0,190.0,0.0,90.0,0.0,0.0,0.0,610.0,170.0,0.0,0.0
829,433050,Payroll and Timekeeping Clerks,"159,650","43,580","27,200","34,100","42,390","51,480","62,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,433051,Payroll and Timekeeping Clerks,"159,650","43,580","27,200","34,100","42,390","51,480","62,030",0.97,2400.0,430.0,2480.0,1420.0,25650.0,2470.0,2010.0,500.0,500.0,6700.0,4460.0,790.0,790.0,5200.0,3800.0,1060.0,2070.0,2250.0,3070.0,620.0,2810.0,3760.0,3330.0,3210.0,1320.0,3010.0,520.0,920.0,1420.0,770.0,4400.0,910.0,9720.0,4300.0,650.0,6130.0,2880.0,1950.0,6870.0,480.0,1830.0,390.0,3310.0,13890.0,1580.0,330.0,3290.0,3090.0,880.0,2740.0,280.0
831,433060,Procurement Clerks,"72,120","41,980","26,880","33,560","41,410","49,390","58,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,433061,Procurement Clerks,"72,120","41,980","26,880","33,560","41,410","49,390","58,110",0.98,690.0,260.0,2510.0,630.0,7710.0,980.0,820.0,170.0,300.0,3140.0,1770.0,300.0,390.0,2490.0,1260.0,550.0,650.0,710.0,750.0,460.0,1860.0,1220.0,1870.0,1430.0,860.0,1790.0,190.0,710.0,530.0,350.0,3430.0,340.0,3800.0,1730.0,350.0,3840.0,1200.0,800.0,3630.0,270.0,1200.0,140.0,1370.0,7170.0,970.0,130.0,1920.0,1090.0,490.0,740.0,140.0
833,433070,Tellers,"496,760","28,060","20,810","23,230","27,260","31,500","37,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,433071,Tellers,"496,760","28,060","20,810","23,230","27,260","31,500","37,760",0.98,9400.0,1290.0,6220.0,6130.0,43510.0,7150.0,5140.0,1360.0,940.0,31070.0,13000.0,2040.0,2790.0,20870.0,10650.0,8420.0,5860.0,8650.0,9290.0,2450.0,7900.0,10110.0,15550.0,7890.0,4770.0,11670.0,2010.0,5250.0,3810.0,1970.0,15240.0,2740.0,26570.0,13340.0,1620.0,19260.0,7170.0,4430.0,23390.0,1380.0,7000.0,2190.0,10420.0,49510.0,5520.0,1120.0,11680.0,10350.0,3300.0,12270.0,1050.0
835,433090,Miscellaneous Financial Clerks,"34,540","41,870","26,120","32,140","39,540","49,570","60,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,433099,"Financial Clerks, All Other","34,540","41,870","26,120","32,140","39,540","49,570","60,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,434000,Information and Record Clerks,"5,630,810","34,370","20,380","24,810","31,690","40,850","52,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,434010,Brokerage Clerks,"59,820","52,380","33,100","40,130","49,200","61,130","76,390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,434011,Brokerage Clerks,"59,820","52,380","33,100","40,130","49,200","61,130","76,390",0.98,670.0,60.0,1690.0,160.0,5600.0,1240.0,740.0,380.0,130.0,3710.0,570.0,70.0,70.0,3380.0,440.0,440.0,330.0,1200.0,240.0,130.0,670.0,1850.0,930.0,2740.0,200.0,1910.0,160.0,660.0,180.0,390.0,3330.0,110.0,6250.0,1700.0,90.0,2910.0,200.0,370.0,3870.0,570.0,250.0,0.0,1020.0,4430.0,490.0,50.0,1360.0,680.0,110.0,740.0,70.0
840,434020,Correspondence Clerks,"6,780","37,660","24,340","29,230","36,370","45,140","53,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,434021,Correspondence Clerks,"6,780","37,660","24,340","29,230","36,370","45,140","53,630",0.86,50.0,0.0,120.0,90.0,560.0,160.0,60.0,0.0,0.0,350.0,80.0,0.0,0.0,210.0,110.0,150.0,140.0,120.0,40.0,80.0,370.0,180.0,90.0,30.0,0.0,200.0,0.0,0.0,0.0,150.0,240.0,0.0,230.0,90.0,0.0,500.0,80.0,50.0,500.0,0.0,0.0,230.0,420.0,630.0,30.0,0.0,110.0,80.0,0.0,0.0,0.0
842,434030,"Court, Municipal, and License Clerks","128,620","39,160","23,880","29,250","36,670","46,540","57,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,434031,"Court, Municipal, and License Clerks","128,620","39,160","23,880","29,250","36,670","46,540","57,420",0.46,2550.0,580.0,3620.0,1010.0,9320.0,4660.0,1290.0,800.0,0.0,6030.0,3970.0,810.0,780.0,5340.0,1450.0,1540.0,1240.0,3040.0,2110.0,1070.0,0.0,2300.0,6330.0,2410.0,1910.0,4380.0,850.0,1040.0,1440.0,410.0,4520.0,1330.0,7360.0,2440.0,330.0,7820.0,1750.0,1890.0,2110.0,600.0,1740.0,850.0,2850.0,10060.0,970.0,690.0,2050.0,3210.0,1000.0,1960.0,500.0
844,434040,"Credit Authorizers, Checkers, and Clerks","37,680","39,320","24,890","29,650","36,930","47,100","58,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,434041,"Credit Authorizers, Checkers, and Clerks","37,680","39,320","24,890","29,650","36,930","47,100","58,800",0.97,280.0,40.0,910.0,100.0,2970.0,610.0,230.0,0.0,0.0,2710.0,540.0,50.0,160.0,740.0,630.0,660.0,280.0,200.0,1280.0,100.0,950.0,460.0,590.0,920.0,840.0,840.0,0.0,300.0,660.0,130.0,1490.0,120.0,1870.0,1500.0,250.0,1390.0,500.0,390.0,850.0,70.0,450.0,220.0,1440.0,4270.0,400.0,0.0,0.0,380.0,60.0,560.0,0.0
846,434050,Customer Service Representatives,"2,707,040","35,170","20,810","25,520","32,300","41,430","53,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,434051,Customer Service Representatives,"2,707,040","35,170","20,810","25,520","32,300","41,430","53,730",0.55,30720.0,3660.0,86840.0,17300.0,212690.0,43520.0,31790.0,9300.0,6150.0,233430.0,103170.0,7610.0,17590.0,121130.0,49170.0,29170.0,29900.0,35160.0,21510.0,11090.0,46910.0,61890.0,89370.0,56610.0,16370.0,52080.0,6020.0,19560.0,23990.0,9330.0,66470.0,15250.0,157100.0,95340.0,6480.0,88310.0,29160.0,27220.0,116020.0,9880.0,48070.0,7710.0,59650.0,257600.0,44480.0,3470.0,62410.0,55680.0,11610.0,60650.0,1440.0
848,434060,"Eligibility Interviewers, Government Programs","135,940","43,550","29,660","34,420","43,350","52,350","58,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,434061,"Eligibility Interviewers, Government Programs","135,940","43,550","29,660","34,420","43,350","52,350","58,810",0.7,3240.0,500.0,1480.0,1620.0,25640.0,2620.0,1130.0,150.0,660.0,3920.0,4460.0,680.0,450.0,2080.0,2000.0,1020.0,850.0,1370.0,240.0,560.0,1460.0,2610.0,4390.0,2410.0,1280.0,3820.0,140.0,750.0,580.0,470.0,810.0,970.0,10550.0,6550.0,380.0,4250.0,610.0,1500.0,9000.0,440.0,450.0,450.0,3080.0,12350.0,1910.0,60.0,3860.0,3350.0,1310.0,1230.0,270.0
850,434070,File Clerks,"130,950","31,260","19,830","23,170","29,090","37,130","47,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,434071,File Clerks,"130,950","31,260","19,830","23,170","29,090","37,130","47,410",0.97,690.0,420.0,2690.0,570.0,18550.0,2020.0,1120.0,490.0,590.0,15590.0,2860.0,600.0,630.0,4080.0,2300.0,850.0,1040.0,1410.0,2350.0,220.0,1970.0,2060.0,2290.0,1920.0,930.0,3620.0,500.0,450.0,1350.0,960.0,7350.0,700.0,9810.0,1590.0,230.0,4330.0,1940.0,1480.0,4540.0,460.0,1130.0,90.0,2100.0,12900.0,1060.0,0.0,2130.0,1700.0,350.0,1520.0,180.0
852,434080,"Hotel, Motel, and Resort Desk Clerks","248,440","23,530","17,470","19,190","22,070","25,750","31,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,434081,"Hotel, Motel, and Resort Desk Clerks","248,440","23,530","17,470","19,190","22,070","25,750","31,850",0.94,3840.0,1040.0,5230.0,2460.0,25190.0,5930.0,1670.0,650.0,1120.0,18910.0,7140.0,2360.0,1470.0,6650.0,4410.0,3890.0,2690.0,3700.0,3640.0,2050.0,3400.0,3760.0,5280.0,4730.0,3160.0,4200.0,1790.0,1940.0,5010.0,1210.0,4040.0,2830.0,11060.0,8950.0,1840.0,6110.0,3340.0,3760.0,8230.0,530.0,5810.0,2250.0,6440.0,20570.0,2930.0,770.0,7320.0,5300.0,1570.0,4810.0,1470.0
854,434110,"Interviewers, Except Eligibility and Loan","186,030","33,640","21,400","26,290","32,150","39,250","48,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,434111,"Interviewers, Except Eligibility and Loan","186,030","33,640","21,400","26,290","32,150","39,250","48,420",0.94,3300.0,130.0,1170.0,1210.0,18670.0,4320.0,1470.0,720.0,230.0,11790.0,3800.0,390.0,1140.0,4250.0,4110.0,1500.0,2520.0,4330.0,630.0,1040.0,4390.0,2820.0,3990.0,2800.0,1620.0,6640.0,900.0,3710.0,2210.0,1360.0,6760.0,200.0,14310.0,7850.0,270.0,8880.0,1150.0,3400.0,9830.0,660.0,2140.0,490.0,7700.0,10260.0,2410.0,340.0,5140.0,4020.0,1110.0,1710.0,270.0
856,434120,"Library Assistants, Clerical","98,560","27,450","18,220","20,190","25,220","32,400","40,540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,434121,"Library Assistants, Clerical","98,560","27,450","18,220","20,190","25,220","32,400","40,540",0.95,1290.0,250.0,1360.0,620.0,9220.0,1520.0,1550.0,480.0,400.0,4320.0,1800.0,290.0,480.0,6890.0,3050.0,1640.0,1120.0,1600.0,290.0,320.0,1710.0,2650.0,4400.0,1150.0,690.0,2370.0,130.0,600.0,840.0,790.0,4070.0,330.0,7230.0,1880.0,110.0,6090.0,940.0,1100.0,5270.0,380.0,1090.0,0.0,1080.0,5670.0,1150.0,290.0,2480.0,2340.0,900.0,2050.0,270.0
858,434130,Loan Interviewers and Clerks,"224,340","40,300","24,710","31,110","38,630","48,310","58,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,434131,Loan Interviewers and Clerks,"224,340","40,300","24,710","31,110","38,630","48,310","58,630",0.92,2940.0,390.0,9040.0,1890.0,23370.0,3800.0,1760.0,960.0,200.0,16340.0,4780.0,790.0,1250.0,8740.0,4460.0,4350.0,2470.0,2860.0,2480.0,810.0,2390.0,2760.0,5210.0,4530.0,1700.0,6530.0,1060.0,1440.0,2010.0,830.0,5310.0,1250.0,5770.0,6610.0,670.0,11190.0,3690.0,2090.0,8610.0,1010.0,3100.0,2090.0,3670.0,27030.0,3260.0,230.0,7800.0,3960.0,600.0,3810.0,470.0
860,434140,New Accounts Clerks,"41,630","36,480","25,990","29,390","34,990","41,260","50,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,434141,New Accounts Clerks,"41,630","36,480","25,990","29,390","34,990","41,260","50,010",0.99,430.0,50.0,900.0,450.0,3850.0,480.0,90.0,200.0,0.0,660.0,450.0,310.0,300.0,3530.0,770.0,1160.0,990.0,770.0,490.0,290.0,630.0,840.0,1050.0,940.0,470.0,1560.0,160.0,710.0,230.0,420.0,660.0,210.0,930.0,1580.0,180.0,2290.0,1420.0,900.0,900.0,0.0,300.0,40.0,950.0,4280.0,350.0,0.0,980.0,630.0,320.0,1160.0,170.0
862,434150,Order Clerks,"176,850","35,160","20,820","25,960","33,370","42,010","52,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,434151,Order Clerks,"176,850","35,160","20,820","25,960","33,370","42,010","52,130",0.98,1330.0,190.0,3050.0,910.0,34260.0,2400.0,1410.0,490.0,60.0,7890.0,3710.0,510.0,710.0,7370.0,3020.0,1230.0,1410.0,2010.0,900.0,1230.0,2410.0,2760.0,3120.0,2170.0,770.0,3280.0,150.0,2420.0,1380.0,880.0,5600.0,160.0,6710.0,3790.0,320.0,10050.0,1480.0,4350.0,6650.0,320.0,1110.0,340.0,4830.0,22100.0,1490.0,790.0,2810.0,4470.0,310.0,5690.0,60.0
864,434160,"Human Resources Assistants, Except Payroll and Timekeeping","137,150","40,100","25,860","32,190","39,020","47,560","56,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,434161,"Human Resources Assistants, Except Payroll and Timekeeping","137,150","40,100","25,860","32,190","39,020","47,560","56,440",0.9,1500.0,440.0,2560.0,1270.0,16430.0,2330.0,1290.0,610.0,810.0,7750.0,3500.0,1060.0,410.0,3660.0,1860.0,1000.0,1250.0,1840.0,1350.0,510.0,4220.0,2370.0,3060.0,5650.0,920.0,3050.0,320.0,1140.0,1190.0,480.0,5540.0,980.0,10920.0,4990.0,350.0,4550.0,1470.0,1360.0,5520.0,600.0,1560.0,240.0,2640.0,11620.0,750.0,170.0,4380.0,2580.0,600.0,2270.0,200.0
866,434170,Receptionists and Information Clerks,"997,770","29,120","19,530","22,700","27,920","34,280","40,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,434171,Receptionists and Information Clerks,"997,770","29,120","19,530","22,700","27,920","34,280","40,380",0.96,13610.0,2670.0,17460.0,6940.0,106030.0,19010.0,13290.0,2440.0,4370.0,80770.0,28490.0,3440.0,5460.0,40010.0,16720.0,8310.0,9230.0,15160.0,15350.0,3660.0,19490.0,20380.0,31230.0,17880.0,6070.0,14100.0,2730.0,6270.0,10300.0,5340.0,52470.0,5890.0,90110.0,31800.0,1800.0,25220.0,8670.0,11800.0,38180.0,3850.0,11880.0,4570.0,17260.0,55940.0,10870.0,2470.0,32240.0,22590.0,4100.0,18630.0,1210.0
868,434180,Reservation and Transportation Ticket Agents and Travel Clerks,"146,350","38,050","21,440","25,840","35,230","51,490","59,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,434181,Reservation and Transportation Ticket Agents and Travel Clerks,"146,350","38,050","21,440","25,840","35,230","51,490","59,270",0.61,510.0,620.0,5890.0,370.0,16340.0,2150.0,680.0,40.0,320.0,17240.0,0.0,2760.0,620.0,5500.0,490.0,0.0,380.0,1600.0,1110.0,260.0,1890.0,3510.0,3280.0,5530.0,90.0,1070.0,340.0,1130.0,4340.0,270.0,3250.0,730.0,11400.0,3100.0,0.0,2260.0,220.0,1970.0,2770.0,0.0,1040.0,230.0,1530.0,14910.0,6500.0,170.0,3540.0,2790.0,100.0,770.0,170.0
870,434190,Miscellaneous Information and Record Clerks,"166,850","40,090","24,830","30,760","39,260","48,040","56,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,434199,"Information and Record Clerks, All Other","166,850","40,090","24,830","30,760","39,260","48,040","56,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,435000,"Material Recording, Scheduling, Dispatching, and Distributing Workers","4,101,520","34,150","19,220","22,490","30,430","42,010","57,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,435010,Cargo and Freight Agents,"88,920","44,250","24,660","32,630","41,920","53,100","64,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,435011,Cargo and Freight Agents,"88,920","44,250","24,660","32,630","41,920","53,100","64,340",0.99,740.0,660.0,940.0,810.0,12760.0,620.0,450.0,130.0,80.0,6140.0,4230.0,890.0,140.0,5330.0,1190.0,530.0,670.0,2460.0,530.0,230.0,640.0,1110.0,1670.0,1360.0,350.0,1760.0,270.0,580.0,1360.0,180.0,3330.0,160.0,6660.0,2500.0,110.0,2690.0,330.0,1080.0,2190.0,90.0,1290.0,370.0,1040.0,11820.0,570.0,60.0,2700.0,1930.0,70.0,1060.0,50.0
875,435020,Couriers and Messengers,"74,120","29,920","19,260","22,330","28,170","35,800","44,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,435021,Couriers and Messengers,"74,120","29,920","19,260","22,330","28,170","35,800","44,440",0.94,1680.0,0.0,670.0,500.0,13680.0,1050.0,570.0,290.0,500.0,4050.0,1990.0,350.0,350.0,2490.0,950.0,630.0,600.0,1080.0,1400.0,200.0,770.0,2190.0,2150.0,950.0,620.0,930.0,0.0,880.0,1100.0,420.0,1600.0,510.0,6140.0,1390.0,250.0,1620.0,720.0,1060.0,2720.0,270.0,1030.0,150.0,2070.0,6120.0,450.0,260.0,1170.0,1010.0,280.0,1860.0,90.0
877,435030,Dispatchers,"293,090","41,150","23,760","29,710","38,260","49,590","62,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,435031,"Police, Fire, and Ambulance Dispatchers","95,170","41,070","25,100","30,830","38,870","49,570","61,270",0.49,2540.0,310.0,1830.0,1010.0,6680.0,1720.0,1280.0,250.0,150.0,6120.0,3410.0,200.0,470.0,3770.0,2070.0,1070.0,1070.0,1560.0,1510.0,700.0,1450.0,2550.0,2070.0,1230.0,1400.0,2500.0,510.0,1090.0,620.0,730.0,4190.0,860.0,4090.0,3550.0,160.0,4250.0,1790.0,850.0,3520.0,420.0,1430.0,320.0,2410.0,7530.0,680.0,280.0,3140.0,1420.0,900.0,1210.0,290.0
879,435032,"Dispatchers, Except Police, Fire, and Ambulance","197,910","41,190","23,260","29,200","37,940","49,600","63,420",0.96,2190.0,720.0,4380.0,1620.0,25400.0,2780.0,2600.0,660.0,310.0,10720.0,5990.0,790.0,860.0,7090.0,4750.0,1620.0,1710.0,2810.0,4200.0,980.0,3350.0,3730.0,5180.0,4140.0,1280.0,4370.0,570.0,1390.0,2530.0,610.0,6410.0,820.0,11490.0,4710.0,950.0,7520.0,2230.0,2940.0,7310.0,470.0,2170.0,580.0,4770.0,20230.0,1700.0,350.0,4690.0,4280.0,730.0,3910.0,300.0
880,435040,"Meter Readers, Utilities","34,070","41,890","22,950","28,630","38,940","52,500","65,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,435041,"Meter Readers, Utilities","34,070","41,890","22,950","28,630","38,940","52,500","65,970",0.85,630.0,40.0,640.0,770.0,3650.0,370.0,180.0,50.0,0.0,1420.0,1780.0,120.0,120.0,1100.0,1220.0,310.0,520.0,780.0,980.0,100.0,290.0,610.0,0.0,340.0,0.0,640.0,80.0,110.0,130.0,150.0,950.0,350.0,1590.0,1090.0,90.0,1020.0,820.0,250.0,1340.0,0.0,670.0,60.0,1110.0,2620.0,340.0,60.0,770.0,610.0,420.0,350.0,80.0
882,435050,Postal Service Workers,"521,750","50,070","33,410","36,820","56,790","59,850","59,860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,435051,Postal Service Clerks,"82,030","48,360","32,520","39,790","56,790","56,800","57,990",0.95,1330.0,400.0,1070.0,1100.0,7600.0,1390.0,1040.0,270.0,150.0,3760.0,2220.0,440.0,490.0,3270.0,1710.0,1420.0,1260.0,1260.0,1230.0,720.0,1380.0,2370.0,2830.0,1530.0,840.0,1960.0,550.0,800.0,460.0,550.0,2820.0,680.0,6090.0,2060.0,390.0,2760.0,1030.0,950.0,3950.0,280.0,960.0,420.0,1530.0,4680.0,650.0,440.0,2310.0,1700.0,960.0,1660.0,290.0
